query,n,cout_opt,cout_when_cmax,cmax_opt,cmax_when_cout,bounded_cout_opt
../../queries/ceb-imdb-full/3a_3a1001.csv,10,419811,420660,250705,250705,419811
../../queries/ceb-imdb-full/1a_1a2383.csv,9,64779,80060,40007,41843,71191
../../queries/ceb-imdb-full/4a_4a356.csv,6,22262,22262,10589,10589,22262
../../queries/ceb-imdb-full/11a_2638626178a80e4617ceeb037e3b9d26f762bfb8.csv,10,57311,65385,16156,18986,63503
../../queries/ceb-imdb-full/9b_a19b938bb7f33246e8371f32bda261d0842a6dc2.csv,9,1046074,1193686,625267,625267,1046074
../../queries/ceb-imdb-full/9a_d6f1d0becb0a5041a79deec8ff9f8b98eb0a401a.csv,9,153016,153016,104560,104560,153016
../../queries/ceb-imdb-full/1a_1a1852.csv,9,2214437,2254077,1753820,1801997,2254077
../../queries/ceb-imdb-full/9b_bda42e3d5e5ab6577e5ccc4f144422fae2c0d613.csv,9,470702,470702,352307,352307,470702
../../queries/ceb-imdb-full/6a_6a153.csv,14,36101,81716,17202,17297,52711
../../queries/ceb-imdb-full/9a_f9b7de561d5f6ae852b87b949acab5e748b9aedb.csv,9,6065061,6147279,3221361,3221361,6065061
../../queries/ceb-imdb-full/8a_8a337.csv,12,1510681,1683033,795302,795302,1510681
../../queries/ceb-imdb-full/5a_5a505.csv,10,1671,1732,602,602,1671
../../queries/ceb-imdb-full/10a_c5cf5bf8c3398dd3f3030101dceb540a4081f179.csv,7,10536,12155,4355,4355,10536
../../queries/ceb-imdb-full/9a_c2197870a13de42a5234a3b656e598544f2acb4d.csv,9,335467,724109,312680,312680,335467
../../queries/ceb-imdb-full/10a_17cdfbf8c54607c0bde0bbcec833313f340d10ff.csv,7,116391,158076,106062,106062,116391
../../queries/ceb-imdb-full/1a_1a821.csv,9,1046195,1314229,898389,898389,1046195
../../queries/ceb-imdb-full/8a_8a451.csv,12,369779,724973,173205,173205,369779
../../queries/ceb-imdb-full/5a_5a263.csv,10,1628,1983,674,674,1628
../../queries/ceb-imdb-full/9b_f91a0255319facedf6b8a146f8f794bd24d295c4.csv,9,173816,177683,138996,138996,173816
../../queries/ceb-imdb-full/3a_3a1029.csv,10,1343,1680,517,517,1343
../../queries/ceb-imdb-full/2a_2a287.csv,11,5398,6366,4042,4998,6329
../../queries/ceb-imdb-full/4a_4a418.csv,6,6614,6671,2203,2252,6671
../../queries/ceb-imdb-full/8a_8a445.csv,12,700190,975169,156216,156216,700190
../../queries/ceb-imdb-full/5a_5a277.csv,10,1926,2133,510,510,1926
../../queries/ceb-imdb-full/10a_9232e523aad821c30dac4808c6d7e46ac5e4a528.csv,7,64249,132143,46481,46481,64249
../../queries/ceb-imdb-full/2a_2a293.csv,11,18362,18362,11843,11843,18362
../../queries/ceb-imdb-full/11b_a132e40011f5a310b686cb85804da4ae987c2d46.csv,12,5759458,6003666,1104461,1104461,5759458
../../queries/ceb-imdb-full/11b_c2f03a0153e021ed19b8a0b57e81f3fbada5142c.csv,12,138017,159895,105507,105507,138017
../../queries/ceb-imdb-full/1a_1a835.csv,9,57009,57349,29787,29787,57009
../../queries/ceb-imdb-full/10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6.csv,7,36356,36356,13510,13510,36356
../../queries/ceb-imdb-full/9b_9076daa89ad792d22e7ea5ecaee92df87e0bb50a.csv,9,96191,121594,70428,70428,96191
../../queries/ceb-imdb-full/3b_ebbea92fdee71475d0a8fbad30943a58addb7a06.csv,10,14111,16984,11440,11440,14111
../../queries/ceb-imdb-full/10a_1d36b43c02098e50f2e5dde835d876d340fe58df.csv,7,125287,177577,93077,93100,127498
../../queries/ceb-imdb-full/8a_8a323.csv,12,571316,800851,193246,193246,571316
../../queries/ceb-imdb-full/5a_5a511.csv,10,428211,428643,203962,203962,428211
../../queries/ceb-imdb-full/3a_3a601.csv,10,3601,4342,3077,3077,3601
../../queries/ceb-imdb-full/9a_76d495c51b1f19523b65b048b6c78c4168e11de7.csv,9,148627,148627,97379,97379,148627
../../queries/ceb-imdb-full/11a_aad52bc6b1d840b7283f2d9663c292ca94576a55.csv,10,107763,161451,35171,35171,107763
../../queries/ceb-imdb-full/1a_1a2630.csv,9,1702259,1729221,1380899,1380899,1702259
../../queries/ceb-imdb-full/1a_1a1339.csv,9,134449,146566,69846,69846,134449
../../queries/ceb-imdb-full/1a_1a404.csv,9,456543,595663,316118,316118,456543
../../queries/ceb-imdb-full/9a_9d6e8909c280165941817f23de1afe72dc5be9f2.csv,9,3554205,3554205,1532428,1532428,3554205
../../queries/ceb-imdb-full/1a_1a362.csv,9,411851,424689,316118,316118,411851
../../queries/ceb-imdb-full/9a_cf5b36fef197acd3068d504a579b69ae234ca22b.csv,9,51288,51288,30558,30558,51288
../../queries/ceb-imdb-full/4a_4a183.csv,6,727873,727873,351569,351569,727873
../../queries/ceb-imdb-full/1a_1a2156.csv,9,292063,388504,170728,170728,292063
../../queries/ceb-imdb-full/5a_5a920.csv,10,14347,15087,6540,6540,14347
../../queries/ceb-imdb-full/3a_3a167.csv,10,191,191,82,82,191
../../queries/ceb-imdb-full/2a_2a708.csv,11,643714,1093776,444296,457136,650593
../../queries/ceb-imdb-full/5a_5a934.csv,10,2327230,2327359,1096184,1096184,2327230
../../queries/ceb-imdb-full/1a_1a2142.csv,9,540490,548524,416212,418852,548455
../../queries/ceb-imdb-full/4a_4a197.csv,6,66287,66287,29718,29718,66287
../../queries/ceb-imdb-full/3a_3a173.csv,10,10693,10693,4037,4037,10693
../../queries/ceb-imdb-full/10a_36f68a223b9987ac17ae7e954a79d1beddcaac1b.csv,7,198111,203477,168635,168635,198111
../../queries/ceb-imdb-full/6a_6a392.csv,14,27325,53146,14301,14301,27325
../../queries/ceb-imdb-full/9a_f569f75cf352e8ebbdca23233d80c251f4568cc3.csv,9,35929,87222,28649,28649,35929
../../queries/ceb-imdb-full/11b_f1edfed5d5f6ab5e77134a860ec8949f454937ed.csv,12,240482,240482,106835,106835,240482
../../queries/ceb-imdb-full/1a_1a376.csv,9,160242,230649,65952,66099,207542
../../queries/ceb-imdb-full/11a_e3a3e475dd2199998c28f9dcb54b16508faab642.csv,10,710659,878644,309311,309311,710659
../../queries/ceb-imdb-full/1a_1a410.csv,9,1282708,1642202,1016007,1022739,1394146
../../queries/ceb-imdb-full/9a_c684719fa66cd65361f8f939b5d2fa0bffc39c45.csv,9,829299,1441154,287731,287731,829299
../../queries/ceb-imdb-full/11b_8aaa7c73bd43f98c0366db729085e2e98d533756.csv,12,2663488,2663488,1248833,1248833,2663488
../../queries/ceb-imdb-full/3a_3a615.csv,10,58545,58545,24484,24484,58545
../../queries/ceb-imdb-full/1a_1a2624.csv,9,6050987,6055843,4386632,4569708,6055843
../../queries/ceb-imdb-full/1a_1a1305.csv,9,629077,680873,486082,486082,629077
../../queries/ceb-imdb-full/1a_1a438.csv,9,413015,464343,316118,316118,413015
../../queries/ceb-imdb-full/9a_9a2a82a7e763f36232c8b75f5f5a605fb2d3412e.csv,9,548580,1409110,332975,332975,548580
../../queries/ceb-imdb-full/9a_adba561919ce057e9d9027fe4277789888bd9165.csv,9,52149,74959,45801,45801,52149
../../queries/ceb-imdb-full/9a_bfcb12e65d9a2f096334b183329954c2dddf93c1.csv,9,744031,744031,645176,645176,744031
../../queries/ceb-imdb-full/2a_2a720.csv,11,94176,155723,73151,73151,94176
../../queries/ceb-imdb-full/10a_0a1fc846d1955f7c4ea3be502547f9ba401e3c6a.csv,7,123232,246745,80243,80243,123232
../../queries/ceb-imdb-full/9a_70ab9b0fa7ce93406e24b5f1395ce1dde2de45a4.csv,9,7844343,7844343,3385729,3385729,7844343
../../queries/ceb-imdb-full/3b_2c5d70df4a6a81d5aefcf08ff3782f72d16a2670.csv,10,254608,418829,127877,127877,254608
../../queries/ceb-imdb-full/1a_1a1463.csv,9,4064164,4064164,2848008,2848008,4064164
../../queries/ceb-imdb-full/9a_f1c901e125cb3836f921e035c51798fa5829d761.csv,9,16948,24920,10642,10642,16948
../../queries/ceb-imdb-full/9a_5b26f4da86052874c8d86bcd737d29eb264dfef3.csv,9,106121,220558,66238,66238,106121
../../queries/ceb-imdb-full/1a_1a1477.csv,9,880914,890967,621824,625411,890967
../../queries/ceb-imdb-full/5a_5a908.csv,10,38639,38694,17116,17116,38639
../../queries/ceb-imdb-full/2a_2a734.csv,11,8751908,8784539,3231360,3231360,8751908
../../queries/ceb-imdb-full/9a_bd7ee79133e4313537c876d0370bee89b923814c.csv,9,26216461,26216461,12172755,12172755,26216461
../../queries/ceb-imdb-full/10a_06cd26a832246cca42172e30c7d5052a52a31f07.csv,7,97008,97008,62898,62898,97008
../../queries/ceb-imdb-full/3a_3a629.csv,10,90246,96287,44348,44348,90246
../../queries/ceb-imdb-full/10a_39f129e52f227d890d9ded4c99969fbcb2d4c606.csv,7,366460,382315,169434,169434,366460
../../queries/ceb-imdb-full/1a_1a2618.csv,9,24358,24752,13603,13603,24358
../../queries/ceb-imdb-full/9a_9ff0fa7779655661dd370ecbee52ebb500f6bf7d.csv,9,178346,178346,100352,100352,178346
../../queries/ceb-imdb-full/1a_1a1311.csv,9,1054493,1660831,898389,898389,1054493
../../queries/ceb-imdb-full/9a_61b457bed5c9c2efaa695d8e7b22d280bdacd79b.csv,9,494475,1262952,339700,339700,494475
../../queries/ceb-imdb-full/6a_6a423.csv,14,14958,25011,5804,5804,14958
../../queries/ceb-imdb-full/3a_3a1217.csv,10,13633,13633,6011,6011,13633
../../queries/ceb-imdb-full/8a_8a109.csv,12,4326368,5684447,1768312,1768312,4326368
../../queries/ceb-imdb-full/11a_cb037ed0c8bcccd915b7ab1bfdb140c04c0760c4.csv,10,43754,52090,35171,35171,43754
../../queries/ceb-imdb-full/1a_1a2195.csv,9,7617280,8432080,4323018,4323018,7617280
../../queries/ceb-imdb-full/4a_4a140.csv,6,185484,188726,75583,80410,188726
../../queries/ceb-imdb-full/9a_d7e571e41ec057ab31318e2eece4c1d0c641d6a7.csv,9,410523,435686,230665,230665,410523
../../queries/ceb-imdb-full/6a_6a345.csv,14,63299,92569,30410,30613,63784
../../queries/ceb-imdb-full/9a_b5e477402160dabf3d5573c2f4a8883f952bf5eb.csv,9,142781,315452,128002,128002,142781
../../queries/ceb-imdb-full/10a_0b5f82336eea18c3f0dfa747a040c78805010c23.csv,7,54078,70259,40748,40748,54078
../../queries/ceb-imdb-full/1a_1a1488.csv,9,1029505,1180014,487392,487392,1029505
../../queries/ceb-imdb-full/11b_6e21cfa10b2adf0f4cf47fb905e7aaf6ef64fce5.csv,12,3832,4159,1506,1594,4159
../../queries/ceb-imdb-full/4a_4a154.csv,6,9486,9486,7799,7799,9486
../../queries/ceb-imdb-full/1a_1a2181.csv,9,196618,201575,170890,172942,201575
../../queries/ceb-imdb-full/3a_3a1203.csv,10,105434,105434,38201,38201,105434
../../queries/ceb-imdb-full/8a_8a9.csv,12,110279,218739,66230,68366,111277
../../queries/ceb-imdb-full/9a_663873bbb45561175c248ae9e08b06e3c0bb2add.csv,9,257312,278667,171996,171996,257312
../../queries/ceb-imdb-full/3a_3a826.csv,10,68399,103792,35887,35887,68399
../../queries/ceb-imdb-full/1a_1a2817.csv,9,35518,41643,29444,29444,35518
../../queries/ceb-imdb-full/9a_bf2d0663fcb9dfedb88edf502823a35b0edc3f0e.csv,9,855929,966101,339700,339700,855929
../../queries/ceb-imdb-full/9a_591c40da91f5fa90a55925aa351f915d1114b4a6.csv,9,398537,398537,381525,381525,398537
../../queries/ceb-imdb-full/6a_6a379.csv,14,202969,332481,71832,71832,202969
../../queries/ceb-imdb-full/11a_a83ef1f4a1b041516de5fe7a83157a0c412ad1cb.csv,10,183057,189475,56230,56230,183057
../../queries/ceb-imdb-full/5a_5a707.csv,10,226575,226606,106587,106587,226575
../../queries/ceb-imdb-full/8a_8a135.csv,12,515936,1070435,333608,333608,515936
../../queries/ceb-imdb-full/3a_3a198.csv,10,940,1267,518,518,940
../../queries/ceb-imdb-full/9a_36a3d09f581bcd5d5f36564c4280360784144100.csv,9,1089023,2495131,605251,605251,1089023
../../queries/ceb-imdb-full/5a_5a713.csv,10,60382,61626,25722,25722,60382
../../queries/ceb-imdb-full/8a_8a121.csv,12,282280,499734,87452,87452,282280
../../queries/ceb-imdb-full/9a_c309d86b9a1ea39b205c47fb84f5db989668ed66.csv,9,47589,48516,36756,36875,48516
../../queries/ceb-imdb-full/5a_5a2.csv,10,820058,829613,351398,351398,820058
../../queries/ceb-imdb-full/11b_255601ec2d76a1bc12dc7792b58290866984adcc.csv,12,227049,232668,111877,111877,227049
../../queries/ceb-imdb-full/4a_4a168.csv,6,7887,8354,3215,3306,8354
../../queries/ceb-imdb-full/1a_1a389.csv,9,36790,42444,19127,19704,37852
../../queries/ceb-imdb-full/9a_6af89a0da698b6d45ec1ffe4bf4225da52580176.csv,9,41692,138163,38042,38042,41692
../../queries/ceb-imdb-full/11a_77b7debd768f38369dc11c355a7e1f60d4957258.csv,10,17862,22873,7080,7080,17862
../../queries/ceb-imdb-full/3a_3a832.csv,10,120132,131166,92448,92448,120132
../../queries/ceb-imdb-full/1a_1a2803.csv,9,176701,190760,107713,107713,176701
../../queries/ceb-imdb-full/1a_1a2744.csv,9,17995,17995,17268,17268,17995
../../queries/ceb-imdb-full/4a_4a33.csv,6,7610,7610,3464,3464,7610
../../queries/ceb-imdb-full/3a_3a775.csv,10,7503,8174,5116,5116,7503
../../queries/ceb-imdb-full/2b_2b157.csv,11,274,313,129,129,274
../../queries/ceb-imdb-full/1a_1a570.csv,9,47325,49649,31413,31413,47325
../../queries/ceb-imdb-full/2c_2c160.csv,9,92,101,61,61,92
../../queries/ceb-imdb-full/9a_3e43f31bf83a6037ddef710390708751ce2fe984.csv,9,1610043,1818129,1437542,1447598,1675896
../../queries/ceb-imdb-full/1a_1a216.csv,9,14054,14062,8058,8058,14054
../../queries/ceb-imdb-full/9b_8ca4c0d4f2d261504073efe77bdf7cd28dcf697f.csv,9,60660,86242,37420,37420,60660
../../queries/ceb-imdb-full/2a_2a668.csv,11,639597,1170477,316118,316118,639597
../../queries/ceb-imdb-full/9a_7a74a7f1935925664c02235fc352c17dac1064e5.csv,9,195689,202371,185054,185245,198275
../../queries/ceb-imdb-full/5a_5a854.csv,10,2536,3337,924,924,2536
../../queries/ceb-imdb-full/1a_1a2022.csv,9,2678632,2720128,1816666,1816666,2678632
../../queries/ceb-imdb-full/11a_95396e2c5febe08a02270d1a766a4b67fbe0d8f3.csv,10,77223,86200,28605,28605,77223
../../queries/ceb-imdb-full/5a_5a698.csv,10,173,225,70,70,173
../../queries/ceb-imdb-full/9a_d6835cf394d9c7e8d7477173ee25e06ce1fab208.csv,9,115965,115965,81754,81754,115965
../../queries/ceb-imdb-full/9a_5a1c092e570a13072ef6b92c0287ecd1e231736e.csv,9,234450,686667,210349,210349,234450
../../queries/ceb-imdb-full/1a_1a2036.csv,9,49230,59228,27769,28571,54273
../../queries/ceb-imdb-full/5a_5a840.csv,10,28523,33164,21702,21702,28523
../../queries/ceb-imdb-full/3a_3a89.csv,10,2151,2180,2032,2058,2174
../../queries/ceb-imdb-full/1a_1a202.csv,9,926069,926915,898389,898389,926069
../../queries/ceb-imdb-full/2b_2b143.csv,11,933501,1002579,579516,579516,933501
../../queries/ceb-imdb-full/6a_6a49.csv,14,3913,4385,1709,1709,3913
../../queries/ceb-imdb-full/1a_1a564.csv,9,21022,21194,9404,9436,21194
../../queries/ceb-imdb-full/1a_1a1259.csv,9,646007,743450,372844,372844,646007
../../queries/ceb-imdb-full/11a_00c1bbb0fbde9062df8c50c9204944ea1d5049d4.csv,10,19440,27360,7404,7404,19440
../../queries/ceb-imdb-full/2c_2c174.csv,9,939,1181,638,638,939
../../queries/ceb-imdb-full/1a_1a2750.csv,9,30993,31184,25484,25484,30993
../../queries/ceb-imdb-full/4a_4a27.csv,6,6719,6719,5797,5797,6719
../../queries/ceb-imdb-full/3a_3a761.csv,10,830695,842787,383301,383301,830695
../../queries/ceb-imdb-full/1a_1a2988.csv,9,135,216,52,52,135
../../queries/ceb-imdb-full/5a_5a10.csv,10,2748,2995,1024,1024,2748
../../queries/ceb-imdb-full/7a_7a56.csv,16,642640,769352,260622,260622,642640
../../queries/ceb-imdb-full/9a_31af671e2850285530c27b6d43db7d6f0e6fc624.csv,9,2679963,2856117,1063192,1063192,2679963
../../queries/ceb-imdb-full/11a_fcd0ecd19dfceed5f87d0f4576bd9ab255c13f2b.csv,10,415591,559291,259986,261120,552941
../../queries/ceb-imdb-full/6a_6a61.csv,14,6797,12944,4822,4822,6797
../../queries/ceb-imdb-full/11a_c240c64621b0ae3e7894471ce27adb544c885b21.csv,10,5503,12516,4659,4659,5503
../../queries/ceb-imdb-full/1a_1a1271.csv,9,168797,168797,120934,120934,168797
../../queries/ceb-imdb-full/1a_1a2778.csv,9,48938,48938,21632,21632,48938
../../queries/ceb-imdb-full/2a_2a132.csv,11,1991544,5531581,1703543,1703543,1991544
../../queries/ceb-imdb-full/3a_3a991.csv,10,337,457,195,219,376
../../queries/ceb-imdb-full/5a_5a38.csv,10,139934,146422,39761,39761,139934
../../queries/ceb-imdb-full/9a_6af39ccc4b49ef39270857d825d5c1fc586841d8.csv,9,135952,164522,88717,88717,135952
../../queries/ceb-imdb-full/9a_bde5df610d27315362e94bb130df437938535852.csv,9,226324,397045,154806,154806,226324
../../queries/ceb-imdb-full/3a_3a749.csv,10,1652,1843,1360,1463,1843
../../queries/ceb-imdb-full/5a_5a868.csv,10,7504,7504,2456,2456,7504
../../queries/ceb-imdb-full/2a_2a654.csv,11,108381,185797,38607,38607,108381
../../queries/ceb-imdb-full/11b_2f1ab8d78548279a4ae4f039ad5001875e4e98ae.csv,12,199921,201761,123573,123573,199921
../../queries/ceb-imdb-full/1a_1a1517.csv,9,94293,94303,56416,56416,94293
../../queries/ceb-imdb-full/9a_0adf99621e3ca9a6c4939764e05dbdf56e77b09d.csv,9,24928,26737,15697,16119,26737
../../queries/ceb-imdb-full/2a_2a96.csv,11,3532277,9002808,1174792,1174792,3532277
../../queries/ceb-imdb-full/9a_6fba74a776f78172233451c89083fd3655c6811a.csv,9,37197,67850,31530,31530,37197
../../queries/ceb-imdb-full/1a_1a1503.csv,9,1453909,1564836,571227,571227,1453909
../../queries/ceb-imdb-full/2a_2a82.csv,11,62635,72440,50525,50536,66923
../../queries/ceb-imdb-full/11a_ea2d6414aa913be44b7c5e8a27dc780848578916.csv,10,3167534,4380789,1527805,1529359,4259781
../../queries/ceb-imdb-full/2a_2a898.csv,11,158660,158660,61167,61167,158660
../../queries/ceb-imdb-full/2a_2a640.csv,11,273755,332433,180101,180584,285119
../../queries/ceb-imdb-full/10a_bf504dce6ae114607f474c770564399077bced7a.csv,7,112503,181207,99608,99608,112503
../../queries/ceb-imdb-full/3a_3a985.csv,10,26322,26322,17127,17127,26322
../../queries/ceb-imdb-full/2a_2a126.csv,11,1464035,1473584,711994,739293,1473584
../../queries/ceb-imdb-full/10a_6a4c52f5cbdcdcff6c7a95d18f70c39fae9102ce.csv,7,112189,194989,77982,77982,112189
../../queries/ceb-imdb-full/11b_dc5b720b17a236159c10a5219550d21060f815cc.csv,12,907887,907887,216221,216221,907887
../../queries/ceb-imdb-full/7a_7a42.csv,16,17157,20660,5797,5797,17157
../../queries/ceb-imdb-full/1a_1a558.csv,9,849662,851597,732873,732873,849662
../../queries/ceb-imdb-full/6a_6a75.csv,14,22910,36544,13153,13153,22910
../../queries/ceb-imdb-full/10a_e638fc04db1459fbc0f0d3abb5943593f96705f4.csv,7,75702,141769,62318,62318,75702
../../queries/ceb-imdb-full/1a_1a1265.csv,9,80991,104587,27889,27889,80991
../../queries/ceb-imdb-full/2c_2c148.csv,9,2453,2457,2178,2178,2453
../../queries/ceb-imdb-full/6a_6a557.csv,14,45248,99171,31191,31191,45248
../../queries/ceb-imdb-full/2b_2b194.csv,11,901,1076,438,438,901
../../queries/ceb-imdb-full/9a_cf4ada516511cbc93bd193e6a2173595357de53b.csv,9,956634,956634,803139,803139,956634
../../queries/ceb-imdb-full/5a_5a129.csv,10,61387,66289,26994,26994,61387
../../queries/ceb-imdb-full/3a_3a1363.csv,10,20472,25806,10753,12213,25806
../../queries/ceb-imdb-full/1a_1a2787.csv,9,249245,251287,216801,216840,251287
../../queries/ceb-imdb-full/1a_1a30.csv,9,16492,17471,7784,7784,16492
../../queries/ceb-imdb-full/9a_1233c948ef61b1893245186ba2937c683cfca38b.csv,9,232814,237270,216286,217065,237270
../../queries/ceb-imdb-full/5a_5a897.csv,10,1430,2275,560,560,1430
../../queries/ceb-imdb-full/2a_2a873.csv,11,106339,114410,28426,28426,106339
../../queries/ceb-imdb-full/2a_2a69.csv,11,18348,18385,11843,11843,18348
../../queries/ceb-imdb-full/6a_6a231.csv,14,63358,86757,22447,22447,63358
../../queries/ceb-imdb-full/9a_0f2e40d1db257728f44a11cc173b4ff17c76ff24.csv,9,173677,281612,163297,163297,173677
../../queries/ceb-imdb-full/6a_6a225.csv,14,45265,68791,18237,18237,45265
../../queries/ceb-imdb-full/9a_7da7af02f10b70c35af34ec64d5e51e30c7843af.csv,9,2396381,2396381,1346538,1346538,2396381
../../queries/ceb-imdb-full/10a_4d1aaab6c09f59e178c5b9157911468cd0e86cd9.csv,7,130067,269512,104145,104145,130067
../../queries/ceb-imdb-full/1a_1a24.csv,9,1997635,2221068,1245338,1245338,1997635
../../queries/ceb-imdb-full/5a_5a883.csv,10,245007,245016,106571,106571,245007
../../queries/ceb-imdb-full/2a_2a867.csv,11,1190813,1346002,1083199,1093558,1345834
../../queries/ceb-imdb-full/10a_f2064923351388e03d492e7de432394e3da92046.csv,7,1565661,2099306,1114330,1114330,1565661
../../queries/ceb-imdb-full/3a_3a1377.csv,10,108698,110431,34318,34318,108698
../../queries/ceb-imdb-full/1a_1a2793.csv,9,395137,468627,191726,191726,395137
../../queries/ceb-imdb-full/2b_2b180.csv,11,1673472,2346844,1321125,1392803,1852851
../../queries/ceb-imdb-full/9a_cd508436bd1e50c1f8523c0f6e091c45906aecab.csv,9,2102601,2102601,1299530,1299530,2102601
../../queries/ceb-imdb-full/5a_5a115.csv,10,9792,9820,3128,3128,9792
../../queries/ceb-imdb-full/1a_1a2963.csv,9,1469898,1540325,1038332,1040273,1540325
../../queries/ceb-imdb-full/9a_8d588e83d4c31de126eb0e0265a1e35646d3e6a2.csv,9,2687266,4749575,2020978,2020978,2687266
../../queries/ceb-imdb-full/9a_8ffcfd4064d6323da86728a2bacd034ee44cd562.csv,9,258359,258359,100902,100902,258359
../../queries/ceb-imdb-full/3a_3a952.csv,10,110919,132583,52627,52627,110919
../../queries/ceb-imdb-full/10a_8b5861fdfa655de68b5feb6670f759a5bc8f3e1e.csv,7,480987,523532,291761,291761,480987
../../queries/ceb-imdb-full/10a_9d34d04fac53318826861f680e2d905d3ca48def.csv,7,119430,145275,111898,111898,119430
../../queries/ceb-imdb-full/7a_7a95.csv,16,9921,16348,4367,4367,9921
../../queries/ceb-imdb-full/2a_2a55.csv,11,124628,253988,43676,43676,124628
../../queries/ceb-imdb-full/3a_3a62.csv,10,2077254,2405145,1703543,1703543,2077254
../../queries/ceb-imdb-full/9a_444620542e4172c45db48c757ce3c19820d17d59.csv,9,285997,285997,227688,227688,285997
../../queries/ceb-imdb-full/10a_0da13780012a08dffaef96905e90a99cc8c2cb9c.csv,7,416455,444052,292008,292008,416455
../../queries/ceb-imdb-full/2a_2a697.csv,11,517750,835062,380762,410814,551312
../../queries/ceb-imdb-full/5a_5a673.csv,10,3443,3451,1381,1381,3443
../../queries/ceb-imdb-full/9a_b918040b8e5e87b404564f0dabc47b71aa874088.csv,9,2502198,2934190,1110327,1110327,2502198
../../queries/ceb-imdb-full/11a_95f4c651ee16e649c8d760a3ae31e6427bbd9ca7.csv,10,671169,874785,209654,209654,671169
../../queries/ceb-imdb-full/1a_1a18.csv,9,22883,22891,11843,11843,22883
../../queries/ceb-imdb-full/9a_3f2d3e5a97eb9e0a6eee5d6897c6e47af65bacb4.csv,9,167217,189984,139631,139631,167217
../../queries/ceb-imdb-full/2a_2a683.csv,11,5970,7074,4655,4655,5970
../../queries/ceb-imdb-full/5a_5a667.csv,10,131999,136453,52267,52267,131999
../../queries/ceb-imdb-full/9a_b336626372bb7285e1d9709e1fa554e563e2018d.csv,9,251028,976464,218346,218346,251028
../../queries/ceb-imdb-full/2a_2a41.csv,11,9105406,9577675,3751146,3751146,9105406
../../queries/ceb-imdb-full/6a_6a219.csv,14,118826,235983,40190,40190,118826
../../queries/ceb-imdb-full/3a_3a76.csv,10,3641,4371,2432,2432,3641
../../queries/ceb-imdb-full/9a_7c32c2197f783ebbfbb2aee6f177fde364e80a2d.csv,9,139169,232692,130926,130926,139169
../../queries/ceb-imdb-full/7a_7a81.csv,16,45905,74651,13442,13442,45905
../../queries/ceb-imdb-full/1a_1a2977.csv,9,8474,8985,3180,3180,8474
../../queries/ceb-imdb-full/5a_5a101.csv,10,17767,17809,5413,5413,17767
../../queries/ceb-imdb-full/9a_bc737b7088db74b9bd659c89b096d4da5531ec7e.csv,9,1308152,1308152,798666,798666,1308152
../../queries/ceb-imdb-full/3a_3a946.csv,10,355,355,151,151,355
../../queries/ceb-imdb-full/9a_df642e83cffd6057b7f67e1d293a923d10c8198a.csv,9,230691,324989,70677,125866,267325
../../queries/ceb-imdb-full/1a_1a2220.csv,9,1159132,1159132,1089792,1089792,1159132
../../queries/ceb-imdb-full/3b_149dae9292dc95f6d600f468f5740eeac116051d.csv,10,68319,79303,33211,33211,68319
../../queries/ceb-imdb-full/10a_7b7a3988fa4dd2d2f33ba624c6196aeacdcc899c.csv,7,52950,54482,44770,44770,52950
../../queries/ceb-imdb-full/3a_3a211.csv,10,306704,365870,232561,233714,308705
../../queries/ceb-imdb-full/2b_2b433.csv,11,722,791,543,543,722
../../queries/ceb-imdb-full/1a_1a1729.csv,9,235352,235800,142203,142203,235352
../../queries/ceb-imdb-full/1a_1a772.csv,9,15878,17584,13158,13158,15878
../../queries/ceb-imdb-full/2b_2b355.csv,11,12323,12935,8646,8646,12323
../../queries/ceb-imdb-full/9a_e2f86d2eef53595e9e685b090fa521befc3c6914.csv,9,175058,201140,102261,102261,175058
../../queries/ceb-imdb-full/3a_3a577.csv,10,362598,365185,151071,151071,362598
../../queries/ceb-imdb-full/1a_1a2546.csv,9,2259005,2683359,1295148,1295148,2259005
../../queries/ceb-imdb-full/10a_47a4d3ab49e42b6418e9fdd96e1defad734968df.csv,7,519563,866264,381276,458672,604039
../../queries/ceb-imdb-full/3a_3a563.csv,10,360226,563384,146310,146310,360226
../../queries/ceb-imdb-full/11a_7b1d8f533d7106c77484be37bc7fa9f80884c2d0.csv,10,677322,768423,300585,300585,677322
../../queries/ceb-imdb-full/1a_1a2552.csv,9,179274,189290,147813,148246,189290
../../queries/ceb-imdb-full/2a_2a318.csv,11,13144,29255,5700,5842,16036
../../queries/ceb-imdb-full/1a_1a766.csv,9,17593,18319,16285,16285,17593
../../queries/ceb-imdb-full/2b_2b341.csv,11,1098,1161,596,596,1098
../../queries/ceb-imdb-full/11a_a6f27e456f50538fac3f2e2560ce9abf3924d6fe.csv,10,2408480,2947903,946723,946723,2408480
../../queries/ceb-imdb-full/2b_2b427.csv,11,22049,27495,11843,11843,22049
../../queries/ceb-imdb-full/9a_47afdddc53de137ae7670df86bedc69257f234d6.csv,9,411286,411286,277947,277947,411286
../../queries/ceb-imdb-full/2c_2c10.csv,9,62,62,53,53,62
../../queries/ceb-imdb-full/1a_1a2234.csv,9,1358378,1469654,1031967,1037299,1375034
../../queries/ceb-imdb-full/9a_041175170e6f3e3e0dc4403fe82a562ce598bf72.csv,9,321398,321398,283152,283152,321398
